"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"588",13,"Mason Rudolph",PIT,"QB65","9","-","-","2 out of 5 stars","-"
"589",13,"Jermaine Burton",FA,"WR204","-","-","-","-","-"
"590",13,"Tanner McKee",PHI,"QB66","10","-","-","5 out of 5 stars","-"
"591",13,"Ahmani Marshall",CLE,"RB160","11","-","-","3 out of 5 stars","-"
"592",13,"K.J. Osborn",TEN,"WR205","9","-","-","3 out of 5 stars","-"
"593",13,"Dominic Lovett",DET,"WR206","6","-","-","4 out of 5 stars","-"
"594",13,"Montorie Foster Jr.",SEA,"WR207","11","-","-","3 out of 5 stars","-"
"595",13,"Andy Dalton",PHI,"QB67","10","-","-","5 out of 5 stars","-"
"596",13,"Curtis Samuel",FA,"WR208","-","-","-","-","-"
"597",13,"Michael Briscoe",MIN,"WR209","6","-","-","5 out of 5 stars","-"
"598",13,"Vinny Anthony II",ATL,"WR210","11","-","-","3 out of 5 stars","-"
"599",13,"Seydou Traore",MIA,"TE95","6","-","-","5 out of 5 stars","-"
"600",13,"Drew Sample",CIN,"TE96","6","-","-","3 out of 5 stars","-"
"601",13,"Brock Wright",DET,"TE97","6","-","-","3 out of 5 stars","-"
"602",13,"Joe Royer",CLE,"TE98","11","-","-","3 out of 5 stars","-"
"603",13,"J. Michael Sturdivant",GB,"WR211","11","-","-","5 out of 5 stars","-"
"604",13,"Tanner Hudson",CIN,"TE99","6","-","-","3 out of 5 stars","-"
"605",13,"Joshua Cephus",FA,"WR212","-","-","-","-","-"
"606",13,"Deontay Burnett",FA,"WR213","-","-","-","-","-"
"607",13,"Davis Allen",LAR,"TE100","11","-","-","4 out of 5 stars","-"
"608",13,"Grant Calcaterra",PHI,"TE101","10","-","-","4 out of 5 stars","-274"
"609",13,"Jermar Jefferson",MIN,"RB161","6","-","-","4 out of 5 stars","-"
"610",13,"Luke Farrell",SF,"TE102","8","-","-","3 out of 5 stars","-"
"611",13,"Josh Whyle",GB,"TE103","11","-","-","2 out of 5 stars","-"
"612",13,"Ian Thomas",LV,"TE104","13","-","-","3 out of 5 stars","-"
"613",13,"Jared Wiley",KC,"TE105","5","-","-","4 out of 5 stars","-"
"614",14,"Ben Sims",MIA,"TE106","6","-","-","5 out of 5 stars","-"
"615",14,"Eric Saubert",SEA,"TE107","11","-","-","3 out of 5 stars","-"
"616",14,"Ricky White III",SEA,"WR214","11","-","-","3 out of 5 stars","-"
"617",14,"Payne Durham",TB,"TE108","10","-","-","2 out of 5 stars","-"
"618",14,"Salvon Ahmed",CHI,"RB162","10","-","-","2 out of 5 stars","-"
"619",14,"Craig Reynolds",WAS,"RB163","7","-","-","4 out of 5 stars","-"
"620",14,"Tip Reiman",ARI,"TE109","14","-","-","2 out of 5 stars","-"
"621",14,"Brevyn Spann-Ford",DAL,"TE110","14","-","-","2 out of 5 stars","-"
"622",14,"Charlie Woerner",ATL,"TE111","11","-","-","3 out of 5 stars","-"
"623",14,"Julian Hill",NE,"TE112","11","-","-","4 out of 5 stars","-"
"624",14,"JaMycal Hasty",NE,"RB164","11","-","-","2 out of 5 stars","-"
"625",14,"Anthony Hankerson",SEA,"RB165","11","-","-","4 out of 5 stars","-"
"626",14,"Jack Stoll",CLE,"TE113","11","-","-","3 out of 5 stars","-"
"627",14,"Thomas Fidone II",NYG,"TE114","8","-","-","3 out of 5 stars","-"
"628",14,"Devin Culp",TB,"TE115","10","-","-","2 out of 5 stars","-"
"629",14,"Stone Smartt",PHI,"TE116","10","-","-","4 out of 5 stars","-"
"630",14,"Kylen Granson",TEN,"TE117","9","-","-","3 out of 5 stars","-"
"631",14,"Brevin Jordan",HOU,"TE118","8","-","-","4 out of 5 stars","-"
"632",14,"Ben Yurosek",MIN,"TE119","6","-","-","4 out of 5 stars","-"
"633",14,"Owen Wright",HOU,"RB166","8","-","-","4 out of 5 stars","-"
"634",14,"Will Mallory",IND,"TE120","13","-","-","3 out of 5 stars","-"
"635",14,"Jake Briningstool",KC,"TE121","5","-","-","4 out of 5 stars","-"
"636",14,"Drew Ogletree",IND,"TE122","13","-","-","3 out of 5 stars","-"
"637",14,"Blake Whiteheart",CLE,"TE123","11","-","-","3 out of 5 stars","-"
"638",14,"Joel Wilson",TEN,"TE124","9","-","-","3 out of 5 stars","-"
"639",14,"Jack Westover",NE,"TE125","11","-","-","4 out of 5 stars","-"
"640",14,"Carsen Ryan",CLE,"TE126","11","-","-","3 out of 5 stars","-"
"641",14,"Brayden Willis",SF,"TE127","8","-","-","3 out of 5 stars","-"
"642",14,"Hunter Long",JAC,"TE128","7","-","-","3 out of 5 stars","-"
"643",14,"Gavin Bartholomew",MIN,"TE129","6","-","-","4 out of 5 stars","-"
"644",14,"James Mitchell",CAR,"TE130","5","-","-","2 out of 5 stars","-"
"645",14,"Lucas Krull",DEN,"TE131","10","-","-","4 out of 5 stars","-"
"646",14,"Teagan Quitoriano",ARI,"TE132","14","-","-","2 out of 5 stars","-"
"647",14,"Tyler Badie",DEN,"RB167","10","-","-","2 out of 5 stars","-"
"648",14,"Josh Cameron",JAC,"WR215","7","-","-","4 out of 5 stars","-"
"649",14,"John Michael Gyllenborg",KC,"TE133","5","-","-","4 out of 5 stars","-"
"650",14,"AJ Dillon",CAR,"RB168","5","-","-","1 out of 5 stars","-"
"651",14,"Ko Kieft",TB,"TE134","10","-","-","2 out of 5 stars","-"
"652",14,"Colson Yankoff",WAS,"TE135","7","-","-","1 out of 5 stars","-"
"653",14,"Cole Turner",MIA,"TE136","6","-","-","5 out of 5 stars","-"
"654",14,"Kye Robichaux",DET,"RB169","6","-","-","5 out of 5 stars","-"
"655",14,"David Martin-Robinson",TEN,"TE137","9","-","-","3 out of 5 stars","-"
"656",14,"Joshua Simon",ATL,"TE138","11","-","-","3 out of 5 stars","-"
"657",14,"Jabari Small",DET,"RB170","6","-","-","5 out of 5 stars","-"
"658",14,"Jack Velling",ATL,"TE139","11","-","-","3 out of 5 stars","-"
"659",14,"Kendrick Law",DET,"WR216","6","-","-","4 out of 5 stars","-"
"660",14,"Nick Kallerup",SEA,"TE140","11","-","-","3 out of 5 stars","-"
"661",14,"Ty Pezza",BAL,"TE141","13","-","-","4 out of 5 stars","-"
"662",14,"Zach Horton",DET,"TE142","6","-","-","3 out of 5 stars","-"
"663",14,"Quintin Morris",JAC,"TE143","7","-","-","3 out of 5 stars","-"
"664",14,"Ameer Abdullah",JAC,"RB171","7","-","-","4 out of 5 stars","-"
"665",14,"Lan Larison",NE,"RB172","11","-","-","2 out of 5 stars","-"
"666",14,"Cameron Latu",PHI,"TE144","10","-","-","4 out of 5 stars","-"
"667",14,"Kaden Wetjen",PIT,"WR217","9","-","-","3 out of 5 stars","-"
"668",14,"Dean Connors",LAR,"RB173","11","-","-","5 out of 5 stars","-"
"669",14,"Jamal Haynes",CIN,"RB174","6","-","-","2 out of 5 stars","-"
"670",14,"Brenden Bates",CLE,"TE145","11","-","-","3 out of 5 stars","-"
"671",14,"Dontae McMillan",BAL,"RB175","13","-","-","3 out of 5 stars","-"
"672",14,"CJ Donaldson",NO,"RB176","8","-","-","3 out of 5 stars","-"
"673",14,"Tanner Conner",NYG,"TE146","8","-","-","3 out of 5 stars","-"
"674",14,"Johnny Mundt",PHI,"TE147","10","-","-","4 out of 5 stars","-"
"675",14,"Bryson Nesbit",MIN,"TE148","6","-","-","4 out of 5 stars","-"
"676",14,"Thomas Gordon",DET,"TE149","6","-","-","3 out of 5 stars","-"
"677",14,"Anthony Gould",IND,"WR218","13","-","-","4 out of 5 stars","-"
"678",14,"Carson Towt",IND,"TE150","13","-","-","3 out of 5 stars","-"
"679",14,"Bo Melton",GB,"WR219","11","-","-","5 out of 5 stars","-"
"680",14,"Michael Wortham",JAC,"WR220","7","-","-","4 out of 5 stars","-"
"681",14,"CJ Dippre",NE,"TE151","11","-","-","4 out of 5 stars","-"
"682",14,"Rivaldo Fairweather",ARI,"TE152","14","-","-","2 out of 5 stars","-"
"683",14,"Princeton Fant",DAL,"TE153","14","-","-","2 out of 5 stars","-"
"684",14,"Caleb Lohner",DEN,"TE154","10","-","-","4 out of 5 stars","-"
"685",14,"Chase Curtis",NYJ,"TE155","13","-","-","4 out of 5 stars","-"
"686",14,"Kenny Fletcher Jr.",TB,"TE156","10","-","-","2 out of 5 stars","-"
"687",14,"Skyy Moore",GB,"WR221","11","-","-","5 out of 5 stars","-"
"688",14,"DeeJay Dallas",JAC,"RB177","7","-","-","4 out of 5 stars","-"
"689",14,"Ronnie Bell",NO,"WR222","8","-","-","3 out of 5 stars","-"
"690",14,"Jameson Geers",ARI,"TE157","14","-","-","2 out of 5 stars","-"
"691",14,"Chris Manhertz",NYG,"TE158","8","-","-","3 out of 5 stars","-"
"692",14,"Michael Bandy",DEN,"WR223","10","-","-","2 out of 5 stars","-"
"693",14,"Jacardia Wright",SEA,"RB178","11","-","-","4 out of 5 stars","-"
"694",14,"Jordan Waters",LAR,"RB179","11","-","-","5 out of 5 stars","-"
"695",14,"Tanner Arkin",NE,"TE159","11","-","-","4 out of 5 stars","-"
"696",14,"Gary Brightwell",CIN,"RB180","6","-","-","2 out of 5 stars","-"
"697",14,"Sean McKeon",IND,"TE160","13","-","-","3 out of 5 stars","-"
"698",14,"Tyler Johnson",DAL,"WR224","14","-","-","2 out of 5 stars","-"
"699",14,"Mason Tipton",NO,"WR225","8","-","-","3 out of 5 stars","-"
"700",14,"Ben Skowronek",PIT,"WR226","9","-","-","3 out of 5 stars","-"
"701",14,"Jonathan Mingo",DAL,"WR227","14","-","-","2 out of 5 stars","-"
"702",14,"Patrick Taylor Jr.",SF,"RB181","8","-","-","2 out of 5 stars","-"
"703",14,"Lance Mason",PIT,"TE161","9","-","-","2 out of 5 stars","-"
"704",14,"Pierre Strong Jr.",GB,"RB182","11","-","-","4 out of 5 stars","-"
"705",14,"Layne Pryor",HOU,"TE162","8","-","-","4 out of 5 stars","-"
"706",14,"Xavier Weaver",ARI,"WR228","14","-","-","2 out of 5 stars","-"
"707",14,"Kentrel Bullock",CIN,"RB183","6","-","-","2 out of 5 stars","-"
"708",14,"Jaren Kanak",TEN,"TE163","9","-","-","3 out of 5 stars","-"
"709",14,"Chip Trayanum",NYJ,"RB184","13","-","-","3 out of 5 stars","-"
"710",14,"Lake McRee",PIT,"TE164","9","-","-","2 out of 5 stars","-"
"711",14,"Tyrell Shavers",BUF,"WR229","7","-","-","4 out of 5 stars","-"
"712",14,"Darius Cooper",PHI,"WR230","10","-","-","4 out of 5 stars","-"
"713",14,"Quentin Moore",WAS,"TE165","7","-","-","1 out of 5 stars","-"
"714",14,"Chris Myarick",LV,"TE166","13","-","-","3 out of 5 stars","-"
"715",14,"Hayden Rucci",SF,"TE167","8","-","-","3 out of 5 stars","-"
"716",14,"Corey Kiner",ARI,"RB185","14","-","-","2 out of 5 stars","-"
"717",14,"DJ Rogers",DAL,"TE168","14","-","-","2 out of 5 stars","-"
"718",14,"Jeff Caldwell",KC,"WR231","5","-","-","2 out of 5 stars","-"
"719",14,"Patrick Herbert",JAC,"TE169","7","-","-","3 out of 5 stars","-"
"720",14,"Israel Abanikanda",DAL,"RB186","14","-","-","4 out of 5 stars","-"
"721",15,"Brittain Brown",CHI,"RB187","10","-","-","2 out of 5 stars","-"
"722",15,"Carter Runyon",LV,"TE170","13","-","-","3 out of 5 stars","-"
"723",15,"Dylan Drummond",ATL,"WR232","11","-","-","3 out of 5 stars","-"
"724",15,"Zaire Mitchell-Paden",NO,"TE171","8","-","-","2 out of 5 stars","-"
"725",15,"Dante Miller",NYG,"RB188","8","-","-","4 out of 5 stars","-"
"726",15,"Ethan Conner",FA,"TE172","-","-","-","-","-"
"727",15,"Arian Smith",NYJ,"WR233","13","-","-","4 out of 5 stars","-"
"728",15,"Julius Chestnut",TEN,"RB189","9","-","-","3 out of 5 stars","-"
"729",15,"Jamari Thrash",CLE,"WR234","11","-","-","3 out of 5 stars","-"
"730",15,"David Moore",CAR,"WR235","5","-","-","2 out of 5 stars","-"
"731",15,"Treyton Welch",NO,"TE173","8","-","-","2 out of 5 stars","-"
"732",15,"Messiah Swinson",GB,"TE174","11","-","-","2 out of 5 stars","-"
"733",15,"Ray-Ray McCloud III",CHI,"WR236","10","-","-","3 out of 5 stars","-"
"734",15,"Josh Williams",TB,"RB190","10","-","-","2 out of 5 stars","-"
"735",15,"E.J. Jenkins",PHI,"TE175","10","-","-","4 out of 5 stars","-"
"736",15,"Carson Steele",PHI,"RB191","10","-","-","4 out of 5 stars","-"
"737",15,"Patrick Gurd",LV,"TE176","13","-","-","3 out of 5 stars","-"
"738",15,"Gus Edwards",FA,"RB192","-","-","-","-","-"
"739",15,"Cody Hardy",NO,"TE177","8","-","-","2 out of 5 stars","-"
"740",15,"Devin Duvernay",ARI,"WR237","14","-","-","2 out of 5 stars","-415"
"741",15,"Kameron Johnson",TB,"WR238","10","-","-","4 out of 5 stars","-"
"742",15,"RJ Maryland",GB,"TE178","11","-","-","2 out of 5 stars","-"
"743",15,"Gunner Olszewski",NYG,"WR239","8","-","-","4 out of 5 stars","-442"
"744",15,"Malachi Corley",CLE,"WR240","11","-","-","3 out of 5 stars","-"
"745",15,"Evan Svoboda",LAC,"TE179","7","-","-","4 out of 5 stars","-"
"746",15,"Tylan Wallace",CLE,"WR241","11","-","-","3 out of 5 stars","-"
"747",15,"Dae'Quan Wright",CLE,"TE180","11","-","-","3 out of 5 stars","-"
"748",15,"Braxton Berrios",NYG,"WR242","8","-","-","4 out of 5 stars","-"
"749",15,"Deven Thompkins",LV,"WR243","13","-","-","2 out of 5 stars","-"
"750",15,"Shedrick Jackson",LV,"WR244","13","-","-","2 out of 5 stars","-"
"751",15,"Nikola Kalinic",CHI,"TE181","10","-","-","2 out of 5 stars","-"
"752",15,"Kene Nwangwu",NYJ,"RB193","13","-","-","3 out of 5 stars","-"
"753",15,"Cody White",SEA,"WR245","11","-","-","3 out of 5 stars","-"
"754",15,"Johnny Pascuzzi",LAC,"TE182","7","-","-","4 out of 5 stars","-"
"755",15,"Dareke Young",LV,"WR246","13","-","-","2 out of 5 stars","-"
"756",15,"Chamon Metayer",FA,"TE183","-","-","-","-","-"
"757",15,"Dante Pettis",BUF,"WR247","7","-","-","4 out of 5 stars","-"
"758",15,"Nikko Remigio",KC,"WR248","5","-","-","2 out of 5 stars","-"
"759",15,"Jalin Hyatt",NYG,"WR249","8","-","-","4 out of 5 stars","-"
"760",15,"Laquon Treadwell",IND,"WR250","13","-","-","4 out of 5 stars","-"
"761",15,"Keleki Latu",BUF,"TE184","7","-","-","3 out of 5 stars","-"
"762",15,"Chris Moore",BAL,"WR251","13","-","-","4 out of 5 stars","-"
"763",15,"Bryce Oliver",TEN,"WR252","9","-","-","3 out of 5 stars","-"
"764",15,"Shane Zylstra",BUF,"TE185","7","-","-","3 out of 5 stars","-"
"765",15,"Cam Grandy",CIN,"TE186","6","-","-","3 out of 5 stars","-"
"766",15,"Zack Moss",FA,"RB194","-","-","-","-","-"
"767",15,"Hayden Large",CHI,"TE187","10","-","-","2 out of 5 stars","-"
"768",15,"Terion Stewart",KC,"RB195","5","-","-","3 out of 5 stars","-"
"769",15,"Dallen Bentley",DEN,"TE188","10","-","-","4 out of 5 stars","-"
"770",15,"Simi Fehoko",ARI,"WR253","14","-","-","2 out of 5 stars","-"
"771",15,"Josh Kattus",CIN,"TE189","6","-","-","3 out of 5 stars","-"
"772",15,"Lucas Scott",BAL,"RB196","13","-","-","3 out of 5 stars","-"
"773",15,"Desmond Reid",FA,"RB197","-","-","-","-","-"
"774",15,"Tom Kennedy",DET,"WR254","6","-","-","4 out of 5 stars","-"
"775",15,"Ryan Miller",NYG,"WR255","8","-","-","4 out of 5 stars","-"
"776",15,"Stephen Carlson",CHI,"TE190","10","-","-","2 out of 5 stars","-"
"777",15,"Cody Schrader",DEN,"RB198","10","-","-","2 out of 5 stars","-"
"778",15,"Gage Larvadain",CLE,"WR256","11","-","-","3 out of 5 stars","-"
"779",15,"Austin Trammell",JAC,"WR257","7","-","-","4 out of 5 stars","-"
"780",15,"Coleman Bennett",FA,"RB199","-","-","-","-","-"
"781",15,"Dan Villari",LAR,"TE191","11","-","-","4 out of 5 stars","-"
"782",15,"Tay Martin",DET,"WR258","6","-","-","4 out of 5 stars","-"
"783",15,"Davon Booth",CLE,"RB200","11","-","-","3 out of 5 stars","-"
"784",15,"Charlie Jones",CIN,"WR259","6","-","-","4 out of 5 stars","-"
"785",15,"Mark Redman",LAR,"TE192","11","-","-","4 out of 5 stars","-"
"786",15,"Ja'Quinden Jackson",PHI,"RB201","10","-","-","4 out of 5 stars","-"
"787",15,"Carlos Washington Jr.",MIA,"RB202","6","-","-","3 out of 5 stars","-"
"788",15,"Britain Covey",PHI,"WR260","10","-","-","4 out of 5 stars","-"
"789",15,"Rohan Jones",LAR,"TE193","11","-","-","4 out of 5 stars","-"
"790",15,"Trent Sherfield Sr.",BUF,"WR261","7","-","-","4 out of 5 stars","-"
"791",15,"Mason Kinsey",TEN,"WR262","9","-","-","3 out of 5 stars","-"
"792",15,"KhaDarel Hodge",SF,"WR263","8","-","-","2 out of 5 stars","-"
"793",15,"Jeff Wilson Jr.",FA,"RB203","-","-","-","-","-"
"794",15,"Evan Hull",ARI,"RB204","14","-","-","2 out of 5 stars","-"
"795",15,"Gabe Davis",FA,"WR264","-","-","-","-","-"
"796",15,"Jaden Nixon",GB,"RB205","11","-","-","4 out of 5 stars","-"
"797",15,"Royce Freeman",FA,"RB206","-","-","-","-","-"
"798",15,"Trey Sermon",ATL,"RB207","11","-","-","2 out of 5 stars","-"
"799",15,"Samori Toure",PHI,"WR265","10","-","-","4 out of 5 stars","-"
"800",15,"Jason Brownlee",KC,"WR266","5","-","-","2 out of 5 stars","-"
"801",15,"Xavier Gipson",NYG,"WR267","8","-","-","4 out of 5 stars","-"
"802",15,"Tim Jones",JAC,"WR268","7","-","-","4 out of 5 stars","-"
"803",15,"EJ Smith",KC,"RB208","5","-","-","3 out of 5 stars","-"
"804",15,"LaJohntay Wester",BAL,"WR269","13","-","-","4 out of 5 stars","-"
"805",15,"Joshua Pitsenberger",HOU,"RB209","8","-","-","4 out of 5 stars","-"
"806",15,"Damon Bankston",NYG,"RB210","8","-","-","4 out of 5 stars","-"
"807",15,"D'Onta Foreman",FA,"RB211","-","-","-","-","-"
"808",15,"Trayveon Williams",DET,"RB212","6","-","-","5 out of 5 stars","-"
"809",15,"Clyde Edwards-Helaire",FA,"RB213","-","-","-","-","-"
"810",15,"Emmanuel Henderson Jr.",SEA,"WR270","11","-","-","3 out of 5 stars","-"
"811",15,"Sam Scott",NYJ,"RB214","13","-","-","3 out of 5 stars","-"
"812",15,"Dare Ogunbowale",LV,"RB215","13","-","-","2 out of 5 stars","-"
"813",15,"Alex Bachman",LAR,"WR271","11","-","-","1 out of 5 stars","-"
"814",15,"Kendall Milton",CIN,"RB216","6","-","-","2 out of 5 stars","-"
"815",15,"Myles Gaskin",FA,"RB217","-","-","-","-","-"
"816",15,"Tejhaun Palmer",NE,"WR272","11","-","-","2 out of 5 stars","-"
"817",15,"Chris Collier",LV,"RB218","13","-","-","2 out of 5 stars","-"
"818",15,"Darrynton Evans",FA,"RB219","-","-","-","-","-"
"819",15,"Amar Johnson",LAC,"RB220","7","-","-","3 out of 5 stars","-"
"820",15,"TJ Harden",FA,"RB221","-","-","-","-","-"
"821",15,"Tyrion Davis-Price",FA,"RB222","-","-","-","-","-"
"822",15,"Ke'Shawn Williams",CIN,"WR273","6","-","-","4 out of 5 stars","-"
"823",15,"Hassan Haskins",NE,"RB223","11","-","-","2 out of 5 stars","-"
"824",15,"Jimmy Holiday",KC,"WR274","5","-","-","2 out of 5 stars","-"
"825",15,"Dalen Cambre",NYG,"WR275","8","-","-","4 out of 5 stars","-"
"826",15,"Gregory Desrosiers",LAC,"RB224","7","-","-","3 out of 5 stars","-"
"827",15,"Malik Turner",SF,"WR276","8","-","-","2 out of 5 stars","-"
"828",15,"Jackson Acker",FA,"RB225","-","-","-","-","-"
"829",15,"Brandon Smith",PIT,"WR277","9","-","-","3 out of 5 stars","-"
"830",15,"Brock Lampe",SEA,"RB226","11","-","-","4 out of 5 stars","-"
"831",15,"Brandon Johnson",LV,"WR278","13","-","-","2 out of 5 stars","-"
"832",15,"Camden Brown",DAL,"WR279","14","-","-","2 out of 5 stars","-"
"833",16,"CJ Williams",JAC,"WR280","7","-","-","4 out of 5 stars","-"
"834",16,"Tyren Montgomery",TEN,"WR281","9","-","-","3 out of 5 stars","-"
"835",16,"Dontae Fleming",MIN,"WR282","6","-","-","5 out of 5 stars","-"
"836",16,"Dillon Bell",MIN,"WR283","6","-","-","5 out of 5 stars","-"
"837",16,"Trey Palmer",NO,"WR284","8","-","-","3 out of 5 stars","-"
"838",16,"Johnny Wilson",PHI,"WR285","10","-","-","4 out of 5 stars","-"
"839",16,"Beaux Collins",ATL,"WR286","11","-","-","3 out of 5 stars","-"
